#Cancer_type	Sample	Sig	96c	80c	80c_ajusted	LR(80c_adj/96c)
Breast-AdenoCA	SP2881	SBS5	2403.0	2507.0	3608.0	0.17645241872880527
Breast-AdenoCA	SP2881	SBS13	191.0	183.0	184.0	-0.016129500300535823
Breast-AdenoCA	SP2881	SBS18	1304.0	1139.0	1189.0	-0.04006355028176899
Breast-AdenoCA	SP7378	SBS1	283.0	263.0	270.0	-0.02034904917263197
Breast-AdenoCA	SP7378	SBS2	159.0	138.0	138.0	-0.06110518240182969
Breast-AdenoCA	SP7378	SBS5	1478.0	1290.0	1857.0	0.09907753566073049
Breast-AdenoCA	SP7378	SBS13	181.0	168.0	169.0	-0.02962246660680086
Breast-AdenoCA	SP7378	SBS18	1021.0	877.0	916.0	-0.04708156012867282
Breast-AdenoCA	SP9816	SBS1	297.0	228.0	234.0	-0.10314840180451895
Breast-AdenoCA	SP9816	SBS2	305.0	235.0	235.0	-0.1128094235114734
Breast-AdenoCA	SP9816	SBS3	4206.0	2876.0	3528.0	-0.07632085365702716
Breast-AdenoCA	SP9816	SBS5	1900.0	2331.0	3355.0	0.24683983529121956
Breast-AdenoCA	SP9816	SBS13	683.0	650.0	653.0	-0.019478353395848972
Breast-AdenoCA	SP4265	SBS1	415.0	358.0	367.0	-0.053245511953225105
Breast-AdenoCA	SP4265	SBS2	168.0	130.0	130.0	-0.11061540895790929
Breast-AdenoCA	SP4265	SBS3	3134.0	2075.0	2545.0	-0.09037914584909865
Breast-AdenoCA	SP4265	SBS5	47.0	653.0	940.0	1.2923483860516698
Breast-AdenoCA	SP4265	SBS13	195.0	198.0	199.0	0.008773924307505152
Breast-AdenoCA	SP4265	SBS18	482.0	420.0	438.0	-0.04148261050939079
Breast-AdenoCA	SP2793	SBS1	316.0	266.0	273.0	-0.06330869939736355
Breast-AdenoCA	SP2793	SBS2	221.0	167.0	167.0	-0.12104369272477575
Breast-AdenoCA	SP2793	SBS3	8876.0	6851.0	8404.0	-0.02372850210480568
Breast-AdenoCA	SP2793	SBS5	2933.0	2904.0	4179.0	0.15371617226777134
Breast-AdenoCA	SP2793	SBS13	512.0	496.0	499.0	-0.011147360775797492
Breast-AdenoCA	SP2793	SBS18	1916.0	1701.0	1776.0	-0.03293468507276108
Breast-AdenoCA	SP6825	SBS1	1175.0	1083.0	1111.0	-0.024302534494080996
Breast-AdenoCA	SP6825	SBS2	2848.0	2738.0	2741.0	-0.016624998785983006
Breast-AdenoCA	SP6825	SBS5	6501.0	5675.0	8167.0	0.09906876391874594
Breast-AdenoCA	SP6825	SBS13	2580.0	2515.0	2528.0	-0.008839175199464097
Breast-AdenoCA	SP6825	SBS18	1920.0	1447.0	1511.0	-0.10397557369650592
Breast-AdenoCA	SP4523	SBS1	345.0	317.0	325.0	-0.025858498724837593
Breast-AdenoCA	SP4523	SBS2	174.0	152.0	152.0	-0.05834661786869561
Breast-AdenoCA	SP4523	SBS3	1116.0	738.0	905.0	-0.09092497543879598
Breast-AdenoCA	SP4523	SBS5	1538.0	1392.0	2003.0	0.11465909736372937
Breast-AdenoCA	SP4523	SBS13	197.0	193.0	194.0	-0.006630578899013093
Breast-AdenoCA	SP4523	SBS18	521.0	464.0	484.0	-0.03192876439999852
Breast-AdenoCA	SP9930	SBS1	262.0	205.0	210.0	-0.09567329319206522
Breast-AdenoCA	SP9930	SBS2	3236.0	3157.0	3161.0	-0.01018083380638288
Breast-AdenoCA	SP9930	SBS3	5968.0	4214.0	5169.0	-0.062411035797731815
Breast-AdenoCA	SP9930	SBS5	1414.0	1881.0	2707.0	0.28189222015279763
Breast-AdenoCA	SP9930	SBS13	4928.0	4892.0	4917.0	-0.0009702937520258104
Breast-AdenoCA	SP5820	SBS1	776.0	731.0	750.0	-0.014781081796745879
Breast-AdenoCA	SP5820	SBS2	339.0	305.0	305.0	-0.045757490560675115
Breast-AdenoCA	SP5820	SBS5	2590.0	2204.0	3172.0	0.08800265911458742
Breast-AdenoCA	SP5820	SBS13	273.0	254.0	255.0	-0.029510597508538416
Breast-AdenoCA	SP5820	SBS18	542.0	401.0	419.0	-0.11155053919094647
Breast-AdenoCA	SP10470	SBS1	346.0	264.0	271.0	-0.10576057075667501
Breast-AdenoCA	SP10470	SBS2	229.0	153.0	153.0	-0.1742071151811298
Breast-AdenoCA	SP10470	SBS3	8038.0	5843.0	7168.0	-0.04974344827628257
Breast-AdenoCA	SP10470	SBS5	1774.0	2417.0	3478.0	0.292256071356476
Breast-AdenoCA	SP10470	SBS13	736.0	703.0	707.0	-0.017434230169282475
Breast-AdenoCA	SP9648	SBS1	445.0	369.0	379.0	-0.0695512620953317
Breast-AdenoCA	SP9648	SBS3	6815.0	4935.0	6054.0	-0.05141543427957266
Breast-AdenoCA	SP9648	SBS5	3670.0	3712.0	5342.0	0.1630007896789192
Breast-AdenoCA	SP9648	SBS18	903.0	719.0	751.0	-0.07995058988372108
Breast-AdenoCA	SP4535	SBS1	443.0	414.0	425.0	-0.01797337101190092
Breast-AdenoCA	SP4535	SBS5	1597.0	1337.0	1924.0	0.08085395886654693
Breast-AdenoCA	SP11808	SBS1	700.0	633.0	650.0	-0.0321370293984667
Breast-AdenoCA	SP11808	SBS2	172.0	130.0	130.0	-0.12077480747303115
Breast-AdenoCA	SP11808	SBS3	913.0	367.0	450.0	-0.3067696538558709
Breast-AdenoCA	SP11808	SBS5	1272.0	1523.0	2192.0	0.2362102280238675
Breast-AdenoCA	SP11808	SBS13	98.0	96.0	96.0	-0.008863460331305072
Breast-AdenoCA	SP11808	SBS18	493.0	408.0	426.0	-0.06329907389862306
Breast-AdenoCA	SP96163	SBS1	334.0	297.0	305.0	-0.03932338055526524
Breast-AdenoCA	SP96163	SBS2	832.0	798.0	799.0	-0.017555014414844014
Breast-AdenoCA	SP96163	SBS3	5273.0	3966.0	4865.0	-0.03496802086261586
Breast-AdenoCA	SP96163	SBS5	1963.0	1837.0	2644.0	0.1292841929202737
Breast-AdenoCA	SP96163	SBS13	1676.0	1661.0	1669.0	-0.0018165914585024487
Breast-AdenoCA	SP11948	SBS1	485.0	351.0	360.0	-0.12912906735663546
Breast-AdenoCA	SP11948	SBS2	364.0	253.0	253.0	-0.15745914783653664
Breast-AdenoCA	SP11948	SBS3	6999.0	4310.0	5287.0	-0.121806593536673
Breast-AdenoCA	SP11948	SBS5	48.0	1801.0	2592.0	1.7236064367408377
Breast-AdenoCA	SP11948	SBS13	553.0	534.0	537.0	-0.012727489062040558
Breast-AdenoCA	SP4557	SBS1	310.0	285.0	292.0	-0.02589276867272804
Breast-AdenoCA	SP4557	SBS2	244.0	217.0	217.0	-0.050709590759927634
Breast-AdenoCA	SP4557	SBS5	2110.0	1798.0	2588.0	0.08864381712721561
Breast-AdenoCA	SP4557	SBS13	193.0	177.0	178.0	-0.034948698950332854
Breast-AdenoCA	SP4557	SBS18	1715.0	1516.0	1583.0	-0.03476210625921192
Breast-AdenoCA	SP96147	SBS1	431.0	403.0	414.0	-0.01743565010281939
Breast-AdenoCA	SP96147	SBS2	103.0	86.0	86.0	-0.07751408668016181
Breast-AdenoCA	SP96147	SBS3	634.0	378.0	464.0	-0.13532077240202173
Breast-AdenoCA	SP96147	SBS5	1743.0	1466.0	2110.0	0.08294175271110796
Breast-AdenoCA	SP96147	SBS13	54.0	53.0	53.0	-0.00796892967127534
Breast-AdenoCA	SP96147	SBS18	480.0	437.0	456.0	-0.022228876303981546
Breast-AdenoCA	SP10150	SBS1	594.0	551.0	565.0	-0.021700534540278156
Breast-AdenoCA	SP10150	SBS2	2143.0	2106.0	2108.0	-0.007148201281245996
Breast-AdenoCA	SP10150	SBS5	2400.0	1975.0	2842.0	0.07338469963341482
Breast-AdenoCA	SP10150	SBS13	2707.0	2650.0	2663.0	-0.007114439514843261
Breast-AdenoCA	SP4472	SBS1	244.0	209.0	214.0	-0.05672762444892715
Breast-AdenoCA	SP4472	SBS2	308.0	269.0	269.0	-0.05859471526584736
Breast-AdenoCA	SP4472	SBS3	3318.0	2389.0	2931.0	-0.05384328643951364
Breast-AdenoCA	SP4472	SBS5	1700.0	1734.0	2496.0	0.16671422873877872
Breast-AdenoCA	SP4472	SBS13	573.0	568.0	571.0	-0.0015158636049493076
Breast-AdenoCA	SP4472	SBS18	716.0	628.0	656.0	-0.03795378610801935
Breast-AdenoCA	SP6813	SBS1	426.0	367.0	377.0	-0.05293607518779853
Breast-AdenoCA	SP6813	SBS2	4344.0	4243.0	4248.0	-0.009703049695170851
Breast-AdenoCA	SP6813	SBS5	3906.0	3450.0	4965.0	0.10416330399376103
Breast-AdenoCA	SP6813	SBS13	3269.0	3155.0	3171.0	-0.013214574014719871
Breast-AdenoCA	SP96511	SBS1	520.0	628.0	644.0	0.09272199133574327
Breast-AdenoCA	SP96511	SBS2	610.0	707.0	708.0	0.0646050249405123
Breast-AdenoCA	SP96511	SBS3	9520.0	9631.0	11815.0	0.09378791714694856
Breast-AdenoCA	SP96511	SBS5	2601.0	78.0	112.0	-1.3622288487421477
Breast-AdenoCA	SP96511	SBS13	1514.0	1470.0	1477.0	-0.010738198779516877
Breast-AdenoCA	SP5636	SBS1	370.0	344.0	353.0	-0.020370647589258065
Breast-AdenoCA	SP5636	SBS2	104.0	89.0	89.0	-0.06694678963061322
Breast-AdenoCA	SP5636	SBS3	848.0	545.0	669.0	-0.10283288754312626
Breast-AdenoCA	SP5636	SBS5	1124.0	1016.0	1462.0	0.11409180367792957
Breast-AdenoCA	SP5636	SBS13	93.0	93.0	93.0	0.0
Breast-AdenoCA	SP5636	SBS18	636.0	587.0	613.0	-0.01597106119418276
Breast-AdenoCA	SP5559	SBS1	335.0	313.0	321.0	-0.018483405694013126
Breast-AdenoCA	SP5559	SBS2	5100.0	5074.0	5080.0	-0.0017061286208912181
Breast-AdenoCA	SP5559	SBS5	8643.0	6187.0	8904.0	0.012919165588058616
Breast-AdenoCA	SP5559	SBS13	7440.0	7385.0	7423.0	-0.0009933413267479618
Breast-AdenoCA	SP3631	SBS1	320.0	279.0	286.0	-0.04862313567087976
Breast-AdenoCA	SP3631	SBS2	12269.0	12159.0	12173.0	-0.0034112653100145975
Breast-AdenoCA	SP3631	SBS5	2901.0	2567.0	3694.0	0.10491703462912745
Breast-AdenoCA	SP3631	SBS13	16143.0	15937.0	16018.0	-0.0033757475089876334
Breast-AdenoCA	SP5473	SBS1	527.0	476.0	488.0	-0.03332506341019201
Breast-AdenoCA	SP5473	SBS2	304.0	267.0	267.0	-0.056165045317997035
Breast-AdenoCA	SP5473	SBS3	1630.0	977.0	1199.0	-0.13327271499265098
Breast-AdenoCA	SP5473	SBS5	3134.0	2713.0	3904.0	0.09538349304658392
Breast-AdenoCA	SP5473	SBS13	649.0	639.0	642.0	-0.004702383718633495
Breast-AdenoCA	SP8394	SBS1	631.0	592.0	607.0	-0.016813499009650068
Breast-AdenoCA	SP8394	SBS2	762.0	732.0	733.0	-0.016828478038809946
Breast-AdenoCA	SP8394	SBS5	2667.0	2132.0	3068.0	0.06081106318731127
Breast-AdenoCA	SP8394	SBS13	391.0	366.0	368.0	-0.02625970086139687
Breast-AdenoCA	SP6115	SBS1	282.0	248.0	254.0	-0.045246255090335086
Breast-AdenoCA	SP6115	SBS2	79.0	56.0	56.0	-0.14721513131945219
Breast-AdenoCA	SP6115	SBS3	670.0	324.0	397.0	-0.2268394480953042
Breast-AdenoCA	SP6115	SBS5	1156.0	1158.0	1667.0	0.15886268734997036
Breast-AdenoCA	SP6115	SBS13	155.0	148.0	149.0	-0.017033339298780342
Breast-AdenoCA	SP7291	SBS1	328.0	305.0	313.0	-0.020266249876759377
Breast-AdenoCA	SP7291	SBS2	78.0	60.0	60.0	-0.11229725627967439
Breast-AdenoCA	SP7291	SBS5	1682.0	1420.0	2044.0	0.08460919636753673
Breast-AdenoCA	SP7291	SBS13	27.0	16.0	16.0	-0.21670910996394532
Breast-AdenoCA	SP7291	SBS18	685.0	573.0	598.0	-0.058897293317440286
Breast-AdenoCA	SP2997	SBS1	304.0	265.0	272.0	-0.048137192306029815
Breast-AdenoCA	SP2997	SBS2	57.0	24.0	24.0	-0.3654879848908997
Breast-AdenoCA	SP2997	SBS5	2782.0	2373.0	3415.0	0.08900465568292446
Breast-AdenoCA	SP2997	SBS13	129.0	92.0	92.0	-0.14546040375290165
Breast-AdenoCA	SP2997	SBS17a	87.0	64.0	295.0	0.52680903890877
Breast-AdenoCA	SP2997	SBS17b	295.0	257.0	267.0	-0.043156917030149775
Breast-AdenoCA	SP8831	SBS1	424.0	310.0	318.0	-0.1245982469931304
Breast-AdenoCA	SP8831	SBS2	910.0	787.0	788.0	-0.06244137376357794
Breast-AdenoCA	SP8831	SBS3	10828.0	7880.0	9667.0	-0.04925171197801159
Breast-AdenoCA	SP8831	SBS5	2452.0	3410.0	4908.0	0.30129548389348376
Breast-AdenoCA	SP8831	SBS9	1740.0	1236.0	1675.0	-0.016524756823073514
Breast-AdenoCA	SP8831	SBS13	1761.0	1706.0	1715.0	-0.011488620563342457
Breast-AdenoCA	SP2731	SBS1	246.0	225.0	231.0	-0.027208968368766066
Breast-AdenoCA	SP2731	SBS2	455.0	428.0	428.0	-0.026507550479710745
Breast-AdenoCA	SP2731	SBS5	1393.0	1237.0	1780.0	0.1064011457012529
Breast-AdenoCA	SP2731	SBS13	298.0	282.0	283.0	-0.022352848277391955
Breast-AdenoCA	SP2731	SBS18	400.0	300.0	313.0	-0.1062147245469674
Breast-AdenoCA	SP6223	SBS1	433.0	360.0	369.0	-0.06928800544551572
Breast-AdenoCA	SP6223	SBS2	359.0	293.0	293.0	-0.08795517035512998
Breast-AdenoCA	SP6223	SBS3	5705.0	4124.0	5059.0	-0.05218125048125847
Breast-AdenoCA	SP6223	SBS5	1380.0	1897.0	2730.0	0.2961280215611021
Breast-AdenoCA	SP6223	SBS13	478.0	452.0	454.0	-0.022324116757450836
Breast-AdenoCA	SP7171	SBS1	305.0	271.0	278.0	-0.04011722320798245
Breast-AdenoCA	SP7171	SBS2	464.0	427.0	427.0	-0.0360091838767819
Breast-AdenoCA	SP7171	SBS5	2898.0	2397.0	3450.0	0.07569674393648938
Breast-AdenoCA	SP7171	SBS13	179.0	146.0	147.0	-0.0850107897083487
Breast-AdenoCA	SP10563	SBS1	567.0	529.0	543.0	-0.01874943601283899
Breast-AdenoCA	SP10563	SBS2	1429.0	1393.0	1395.0	-0.010450619177919531
Breast-AdenoCA	SP10563	SBS5	2513.0	2044.0	2942.0	0.06842498874967202
Breast-AdenoCA	SP10563	SBS13	495.0	464.0	466.0	-0.0261647959240853
Breast-AdenoCA	SP8987	SBS1	465.0	393.0	403.0	-0.06200455157939522
Breast-AdenoCA	SP8987	SBS2	692.0	626.0	627.0	-0.042773590874610606
Breast-AdenoCA	SP8987	SBS3	6872.0	5035.0	6177.0	-0.046298439943628145
Breast-AdenoCA	SP8987	SBS5	1710.0	2079.0	2992.0	0.24285670729909115
Breast-AdenoCA	SP8987	SBS13	1163.0	1139.0	1145.0	-0.006768362682498485
Breast-AdenoCA	SP5980	SBS1	424.0	333.0	342.0	-0.09309481000754107
Breast-AdenoCA	SP5980	SBS2	310.0	236.0	236.0	-0.11801204301673361
Breast-AdenoCA	SP5980	SBS3	6958.0	5001.0	6135.0	-0.05466148555409042
Breast-AdenoCA	SP5980	SBS5	1754.0	2364.0	3402.0	0.2875848282939665
Breast-AdenoCA	SP5980	SBS13	843.0	811.0	815.0	-0.014652287871793913
Breast-AdenoCA	SP12186	SBS1	672.0	620.0	636.0	-0.02387563188862643
Breast-AdenoCA	SP12186	SBS2	2860.0	2804.0	2807.0	-0.008120754347494952
Breast-AdenoCA	SP12186	SBS5	2754.0	2366.0	3405.0	0.09212304043877835
Breast-AdenoCA	SP12186	SBS13	3306.0	3218.0	3234.0	-0.009559909908983682
Breast-AdenoCA	SP10944	SBS1	967.0	874.0	897.0	-0.03259902064108931
Breast-AdenoCA	SP10944	SBS2	3324.0	3218.0	3222.0	-0.013531344126788901
Breast-AdenoCA	SP10944	SBS5	6460.0	5435.0	7822.0	0.08307358920585606
Breast-AdenoCA	SP10944	SBS13	2857.0	2733.0	2747.0	-0.017045496067438593
Breast-AdenoCA	SP2766	SBS1	316.0	301.0	309.0	-0.009697568383478803
Breast-AdenoCA	SP2766	SBS2	120.0	114.0	114.0	-0.022087529962838373
Breast-AdenoCA	SP2766	SBS3	4842.0	3865.0	4741.0	-0.009152919404370026
Breast-AdenoCA	SP2766	SBS5	1620.0	1224.0	1762.0	0.036469297450807056
Breast-AdenoCA	SP2766	SBS13	297.0	296.0	298.0	0.0014549242481744365
Breast-AdenoCA	SP2766	SBS18	617.0	590.0	616.0	-0.0007033110555741714
Breast-AdenoCA	SP6673	SBS1	109.0	13.0	13.0	-0.8952646494799871
Breast-AdenoCA	SP6673	SBS2	3357.0	3094.0	3097.0	-0.0349992783788428
Breast-AdenoCA	SP6673	SBS5	14910.0	13221.0	19027.0	0.10588637253975966
Breast-AdenoCA	SP6673	SBS13	4642.0	4316.0	4338.0	-0.029409033536962177
Breast-DCIS	SP117698	SBS1	263.0	242.0	248.0	-0.025404579774094698
Breast-DCIS	SP117698	SBS5	1851.0	1462.0	2104.0	0.055611117825771564
Breast-DCIS	SP124201	SBS1	164.0	149.0	153.0	-0.02996322337744321
Breast-DCIS	SP124201	SBS5	1603.0	1283.0	1846.0	0.0612625314920967
Breast-DCIS	SP2143	SBS1	279.0	251.0	258.0	-0.03385826726096737
Breast-DCIS	SP2143	SBS5	532.0	616.0	887.0	0.22168575675202873
Breast-DCIS	SP2143	SBS40	1323.0	929.0	1110.0	-0.07617392616281353
Breast-LobularCA	SP124191	SBS1	240.0	216.0	222.0	-0.03371217952670769
Breast-LobularCA	SP124191	SBS2	81.0	63.0	63.0	-0.1076338783998295
Breast-LobularCA	SP124191	SBS3	444.0	197.0	242.0	-0.26275373738261937
Breast-LobularCA	SP124191	SBS5	1326.0	1196.0	1721.0	0.11316222425320042
Breast-LobularCA	SP124191	SBS13	23.0	20.0	20.0	-0.057991946977686754
Breast-LobularCA	SP117247	SBS1	373.0	353.0	362.0	-0.012964977164367649
Breast-LobularCA	SP117247	SBS2	75.0	63.0	63.0	-0.07463361829690421
Breast-LobularCA	SP117247	SBS5	2132.0	1640.0	2360.0	0.04410513162929829
Breast-LobularCA	SP117247	SBS13	85.0	79.0	79.0	-0.03140846425162414
Breast-LobularCA	SP117247	SBS18	237.0	183.0	191.0	-0.09327572835296233
Breast-LobularCA	SP117362	SBS1	343.0	319.0	327.0	-0.02068459885985102
Breast-LobularCA	SP117362	SBS2	314.0	292.0	292.0	-0.03144293343549104
Breast-LobularCA	SP117362	SBS5	1306.0	1135.0	1633.0	0.09697646461585242
Breast-LobularCA	SP117362	SBS13	45.0	36.0	36.0	-0.09455610761457907
Breast-LobularCA	SP117362	SBS18	432.0	341.0	356.0	-0.08381968024117223
Breast-LobularCA	SP117470	SBS1	527.0	383.0	393.0	-0.12713770070823813
Breast-LobularCA	SP117470	SBS2	523.0	395.0	395.0	-0.12163610105821432
Breast-LobularCA	SP117470	SBS3	8759.0	5472.0	6713.0	-0.11552276925608702
Breast-LobularCA	SP117470	SBS5	17.0	1960.0	2821.0	2.195284504315023
Breast-LobularCA	SP117470	SBS13	438.0	439.0	441.0	0.0029577491069705674
Breast-LobularCA	SP117586	SBS1	178.0	165.0	169.0	-0.022404109601619242
Breast-LobularCA	SP117586	SBS2	127.0	116.0	116.0	-0.039024107901706725
Breast-LobularCA	SP117586	SBS5	925.0	778.0	1120.0	0.08299462591303884
Breast-LobularCA	SP117586	SBS13	32.0	26.0	26.0	-0.08715017571890014
Breast-LobularCA	SP117586	SBS18	216.0	167.0	174.0	-0.09342168516223509
Breast-LobularCA	SP117709	SBS1	235.0	228.0	234.0	-0.0018441406983703067
Breast-LobularCA	SP117709	SBS2	149.0	150.0	150.0	0.0028856882374881654
Breast-LobularCA	SP117709	SBS5	1175.0	810.0	1166.0	-0.003336465694749527
Breast-LobularCA	SP117709	SBS13	32.0	32.0	32.0	0.0
Breast-LobularCA	SP117709	SBS18	211.0	202.0	211.0	0.0
Breast-LobularCA	SP2157	SBS1	224.0	208.0	213.0	-0.02176874476217164
Breast-LobularCA	SP2157	SBS2	148.0	138.0	138.0	-0.030171468158178963
Breast-LobularCA	SP2157	SBS5	1203.0	955.0	1374.0	0.057676211244475674
Breast-LobularCA	SP2157	SBS13	195.0	183.0	184.0	-0.025084342953462253
Breast-LobularCA	SP3368	SBS1	387.0	346.0	355.0	-0.037381727621332086
Breast-LobularCA	SP3368	SBS3	788.0	424.0	520.0	-0.18023927990989586
Breast-LobularCA	SP3368	SBS5	1315.0	1367.0	1967.0	0.17476920481738606
Breast-LobularCA	SP3368	SBS18	514.0	425.0	444.0	-0.06344721806025945
Breast-LobularCA	SP5666	SBS1	436.0	404.0	415.0	-0.021388106343679075
Breast-LobularCA	SP5666	SBS2	988.0	959.0	960.0	-0.012472903928634031
Breast-LobularCA	SP5666	SBS5	2163.0	1775.0	2555.0	0.07230359305183075
Breast-LobularCA	SP5666	SBS13	1486.0	1443.0	1450.0	-0.010643556084218351
Breast-LobularCA	SP2781	SBS1	676.0	644.0	661.0	-0.00973067924544438
Breast-LobularCA	SP2781	SBS2	356.0	342.0	342.0	-0.017374096069422692
Breast-LobularCA	SP2781	SBS5	1914.0	1497.0	2154.0	0.05127849619210884
Breast-LobularCA	SP2781	SBS13	72.0	65.0	65.0	-0.04377892457858725
Breast-LobularCA	SP2781	SBS18	282.0	224.0	234.0	-0.08071857325255395
Breast-LobularCA	SP8532	SBS1	288.0	252.0	259.0	-0.04592449478572989
Breast-LobularCA	SP8532	SBS2	4733.0	4665.0	4670.0	-0.005818386305281189
Breast-LobularCA	SP8532	SBS5	2419.0	2121.0	3052.0	0.10091143831823057
Breast-LobularCA	SP8532	SBS13	8848.0	8711.0	8755.0	-0.004588442206432691
Breast-LobularCA	SP12856	SBS1	458.0	406.0	417.0	-0.040636403762226034
Breast-LobularCA	SP12856	SBS2	22951.0	22778.0	22803.0	-0.0028095029058476328
Breast-LobularCA	SP12856	SBS5	1914.0	1950.0	2806.0	0.16607363432979758
Breast-LobularCA	SP12856	SBS13	18606.0	18349.0	18442.0	-0.0038447913746040997
Breast-LobularCA	SP7456	SBS1	343.0	328.0	337.0	-0.007641742293875392
Breast-LobularCA	SP7456	SBS2	101.0	91.0	91.0	-0.04481234441636228
Breast-LobularCA	SP7456	SBS5	1437.0	1114.0	1603.0	0.04744547790128086
Breast-LobularCA	SP7456	SBS13	21.0	16.0	16.0	-0.11197375944393231
Breast-LobularCA	SP7456	SBS18	735.0	666.0	695.0	-0.024268574726936755
CNS-GBM	SP24708	SBS1	2543.0	2373.0	2435.0	-0.018839823015538538
CNS-GBM	SP24708	SBS5	1838.0	2426.0	3491.0	0.27849250579545465
CNS-GBM	SP24708	SBS40	3340.0	1935.0	2313.0	-0.15951312102240056
CNS-GBM	SP24301	SBS1	2342.0	2270.0	2329.0	-0.002416367570943814
CNS-GBM	SP24301	SBS5	2062.0	1514.0	2179.0	0.02395726563145324
CNS-GBM	SP24301	SBS40	2877.0	2342.0	2799.0	-0.011932758258367168
CNS-GBM	SP27201	SBS1	2516.0	2430.0	2493.0	-0.003986766405838884
CNS-GBM	SP27201	SBS5	1510.0	1212.0	1744.0	0.06253096695617334
CNS-GBM	SP27201	SBS40	2725.0	2134.0	2551.0	-0.028645181449530023
CNS-GBM	SP28791	SBS1	520.0	449.0	461.0	-0.05219574774339899
CNS-GBM	SP28791	SBS5	1719.0	1982.0	2852.0	0.21977332474952743
CNS-GBM	SP28791	SBS40	1008.0	39.0	47.0	-1.3226499288613234
CNS-GBM	SP23739	SBS1	1395.0	1316.0	1350.0	-0.014230069265111691
CNS-GBM	SP23739	SBS5	4731.0	3920.0	5642.0	0.07646531431414852
CNS-GBM	SP23739	SBS30	535.0	310.0	314.0	-0.2308542359031695
CNS-GBM	SP24702	SBS1	1604.0	1586.0	1627.0	0.006179363812291555
CNS-GBM	SP24702	SBS5	2804.0	1536.0	2211.0	-0.10314774295951958
CNS-GBM	SP24702	SBS40	3544.0	3230.0	3860.0	0.03708356210496379
CNS-GBM	SP25332	SBS1	417.0	397.0	407.0	-0.010516118685155252
CNS-GBM	SP25332	SBS5	1329.0	1035.0	1490.0	0.04962600248590873
CNS-GBM	SP28335	SBS1	1876.0	1766.0	1812.0	-0.015066468525837663
CNS-GBM	SP28335	SBS5	2244.0	2259.0	3251.0	0.16093419158268854
CNS-GBM	SP28335	SBS40	3984.0	2774.0	3315.0	-0.07981380385389521
CNS-GBM	SP26709	SBS1	1033.0	991.0	1017.0	-0.006772760757183764
CNS-GBM	SP26709	SBS5	1778.0	1386.0	1995.0	0.04998458886742729
CNS-GBM	SP26709	SBS40	1609.0	1224.0	1463.0	-0.041284799309476664
CNS-GBM	SP25350	SBS1	2266.0	2155.0	2211.0	-0.010666397493856734
CNS-GBM	SP25350	SBS5	1943.0	1922.0	2766.0	0.15331289855069619
CNS-GBM	SP25350	SBS40	2740.0	1878.0	2245.0	-0.0864992836140594
CNS-GBM	SP25380	SBS1	2389.0	2338.0	2399.0	0.0018133407634683188
CNS-GBM	SP25380	SBS5	1932.0	1056.0	1520.0	-0.1041026399755546
CNS-GBM	SP25380	SBS40	3869.0	3374.0	4033.0	0.01802492885783525
CNS-GBM	SP24565	SBS1	1799.0	1731.0	1776.0	-0.005585077298004544
CNS-GBM	SP24565	SBS5	1744.0	1393.0	2005.0	0.06053549738920062
CNS-GBM	SP24565	SBS40	1969.0	1511.0	1806.0	-0.037508073600661086
CNS-GBM	SP25833	SBS1	1291.0	1221.0	1253.0	-0.012964977164367649
CNS-GBM	SP25833	SBS5	1489.0	1451.0	2088.0	0.14675217156803455
CNS-GBM	SP25833	SBS40	4162.0	3171.0	3790.0	-0.0406526264603428
CNS-GBM	SP25905	SBS1	1397.0	1317.0	1351.0	-0.014530479804045463
CNS-GBM	SP25905	SBS5	1444.0	1476.0	2124.0	0.16749108729376372
CNS-GBM	SP25905	SBS40	3230.0	2343.0	2800.0	-0.06202384919407582
CNS-GBM	SP26439	SBS1	568.0	556.0	571.0	0.0022837623979530598
CNS-GBM	SP26439	SBS5	4349.0	2881.0	4146.0	-0.02075522159061942
CNS-GBM	SP24236	SBS1	2788.0	2690.0	2760.0	-0.004382107626786701
CNS-GBM	SP24236	SBS5	1326.0	1055.0	1518.0	0.05868685099835084
CNS-GBM	SP24236	SBS40	6849.0	5615.0	6711.0	-0.008838623671781707
CNS-GBM	SP23925	SBS1	674.0	639.0	656.0	-0.011738403271244124
CNS-GBM	SP23925	SBS5	6168.0	4549.0	6547.0	0.0258939004959245
CNS-GBM	SP23925	SBS37	1376.0	335.0	782.0	-0.2451721781989803
CNS-GBM	SP24815	SBS1	2820.0	2714.0	2785.0	-0.005421974067421606
CNS-GBM	SP24815	SBS5	2187.0	1780.0	2562.0	0.06870128852285086
CNS-GBM	SP24815	SBS40	6157.0	4967.0	5937.0	-0.01579949130715344
CNS-GBM	SP27957	SBS1	2957.0	2855.0	2930.0	-0.003982351222438131
CNS-GBM	SP27957	SBS5	1670.0	1346.0	1937.0	0.06437732282135517
CNS-GBM	SP27957	SBS40	3859.0	3055.0	3651.0	-0.024056535809493598
CNS-GBM	SP27603	SBS1	2634.0	2533.0	2599.0	-0.005807271577747458
CNS-GBM	SP27603	SBS5	2490.0	2026.0	2916.0	0.06856270158522614
CNS-GBM	SP27603	SBS40	3580.0	2753.0	3290.0	-0.03667643871752938
CNS-GBM	SP27825	SBS1	2346.0	2324.0	2385.0	0.0071573497357304535
CNS-GBM	SP27825	SBS5	2568.0	1146.0	1649.0	-0.19228016005243986
