#Cancer_type	Sample	Sig	96c	80c	80c_ajusted	LR(80c_adj/96c)
Ovary-AdenoCA	SP101610	SBS40	3260.0	2758.0	3296.0	0.004768148337196005
Ovary-AdenoCA	SP61703	SBS1	695.0	620.0	636.0	-0.038469807275211675
Ovary-AdenoCA	SP61703	SBS3	3303.0	2231.0	2737.0	-0.0816065948503734
Ovary-AdenoCA	SP61703	SBS5	3068.0	2990.0	4303.0	0.14687537422651017
Ovary-AdenoCA	SP61703	SBS18	1027.0	872.0	910.0	-0.052474737686258696
Ovary-AdenoCA	SP59707	SBS1	269.0	252.0	259.0	-0.01639041618816937
Ovary-AdenoCA	SP59707	SBS5	1311.0	1089.0	1567.0	0.07741222330877814
Ovary-AdenoCA	SP59707	SBS18	367.0	295.0	308.0	-0.07588933924868302
Ovary-AdenoCA	SP68659	SBS1	286.0	243.0	249.0	-0.05994188806195474
Ovary-AdenoCA	SP68659	SBS3	2346.0	1852.0	2272.0	-0.01391365387362177
Ovary-AdenoCA	SP68659	SBS5	407.0	777.0	1118.0	0.4381699234384701
Ovary-AdenoCA	SP68659	SBS40	2218.0	1521.0	1818.0	-0.08632460316852474
Ovary-AdenoCA	SP62616	SBS1	664.0	559.0	574.0	-0.0631538006134741
Ovary-AdenoCA	SP62616	SBS3	7174.0	5817.0	7136.0	-0.002306208649101273
Ovary-AdenoCA	SP62616	SBS5	363.0	1345.0	1936.0	0.7260282370700548
Ovary-AdenoCA	SP62616	SBS40	5657.0	3945.0	4715.0	-0.0790891466979205
Ovary-AdenoCA	SP59761	SBS1	455.0	425.0	436.0	-0.018483405694013126
Ovary-AdenoCA	SP59761	SBS2	170.0	154.0	154.0	-0.04266441222186235
Ovary-AdenoCA	SP59761	SBS3	3275.0	2544.0	3121.0	-0.02091099436198219
Ovary-AdenoCA	SP59761	SBS5	1525.0	1289.0	1855.0	0.08502343826398158
Ovary-AdenoCA	SP59761	SBS13	194.0	187.0	188.0	-0.01357280718927387
Ovary-AdenoCA	SP66960	SBS1	471.0	415.0	426.0	-0.0435141236090639
Ovary-AdenoCA	SP66960	SBS3	1352.0	750.0	920.0	-0.16703816640077407
Ovary-AdenoCA	SP66960	SBS5	2413.0	2325.0	3346.0	0.14191844659644676
Ovary-AdenoCA	SP61453	SBS1	497.0	430.0	441.0	-0.05180707341062562
Ovary-AdenoCA	SP61453	SBS2	242.0	187.0	187.0	-0.11144842433463231
Ovary-AdenoCA	SP61453	SBS3	1951.0	1144.0	1403.0	-0.14311270553688651
Ovary-AdenoCA	SP61453	SBS5	2015.0	2182.0	3140.0	0.19257740862501707
Ovary-AdenoCA	SP61453	SBS13	360.0	338.0	340.0	-0.024752822913160215
Ovary-AdenoCA	SP63796	SBS1	492.0	439.0	450.0	-0.03867037739926949
Ovary-AdenoCA	SP63796	SBS2	147.0	112.0	112.0	-0.11718327191153768
Ovary-AdenoCA	SP63796	SBS3	2762.0	1920.0	2355.0	-0.0692055988014473
Ovary-AdenoCA	SP63796	SBS5	1908.0	1868.0	2688.0	0.1487848738296348
Ovary-AdenoCA	SP63796	SBS13	209.0	197.0	198.0	-0.023366218324212634
Ovary-AdenoCA	SP69155	SBS1	504.0	426.0	437.0	-0.06181726761456185
Ovary-AdenoCA	SP69155	SBS2	177.0	113.0	113.0	-0.1935151509724214
Ovary-AdenoCA	SP69155	SBS3	1483.0	693.0	850.0	-0.2415043408584204
Ovary-AdenoCA	SP69155	SBS5	1694.0	2077.0	2989.0	0.24650148578532868
Ovary-AdenoCA	SP69155	SBS13	123.0	104.0	105.0	-0.06811581989746482
Ovary-AdenoCA	SP59950	SBS1	816.0	692.0	710.0	-0.060352455802649176
Ovary-AdenoCA	SP59950	SBS3	11418.0	8384.0	10285.0	-0.045381552970497216
Ovary-AdenoCA	SP59950	SBS5	5290.0	5413.0	7790.0	0.16805544281690832
Ovary-AdenoCA	SP59950	SBS18	1548.0	1256.0	1311.0	-0.07211758271956453
Ovary-AdenoCA	SP59938	SBS1	272.0	210.0	215.0	-0.10170889588982517
Ovary-AdenoCA	SP59938	SBS2	184.0	134.0	134.0	-0.1368379599080077
Ovary-AdenoCA	SP59938	SBS3	5586.0	3906.0	4792.0	-0.06657124236837658
Ovary-AdenoCA	SP59938	SBS5	23.0	841.0	1210.0	1.7029329014314463
Ovary-AdenoCA	SP59938	SBS13	251.0	253.0	254.0	0.005139639652411057
Ovary-AdenoCA	SP59938	SBS18	857.0	764.0	798.0	-0.030940508534714025
Ovary-AdenoCA	SP64976	SBS1	395.0	348.0	357.0	-0.04381215928163792
Ovary-AdenoCA	SP64976	SBS2	138.0	106.0	106.0	-0.11363102256888545
Ovary-AdenoCA	SP64976	SBS3	4100.0	2979.0	3654.0	-0.05000238799360545
Ovary-AdenoCA	SP64976	SBS5	2668.0	2393.0	3444.0	0.11084065245613692
Ovary-AdenoCA	SP64976	SBS13	174.0	166.0	167.0	-0.017728766960431602
Ovary-AdenoCA	SP64296	SBS1	560.0	542.0	556.0	-0.0031076660824324864
Ovary-AdenoCA	SP64296	SBS3	6183.0	5284.0	6482.0	0.02050654069263531
Ovary-AdenoCA	SP64296	SBS40	4706.0	3929.0	4696.0	-0.0009236381233502164
Ovary-AdenoCA	SP65807	SBS1	648.0	628.0	644.0	-0.0026849821651014774
Ovary-AdenoCA	SP65807	SBS3	6327.0	5453.0	6689.0	0.024159647278202946
Ovary-AdenoCA	SP65807	SBS40	4949.0	4149.0	4959.0	0.000876477556628746
Ovary-AdenoCA	SP59803	SBS1	638.0	546.0	560.0	-0.05653799690223875
Ovary-AdenoCA	SP59803	SBS3	3342.0	2046.0	2510.0	-0.12428966387964613
Ovary-AdenoCA	SP59803	SBS5	4572.0	4390.0	6318.0	0.14044715398330615
Ovary-AdenoCA	SP66159	SBS1	417.0	333.0	342.0	-0.0858821617322647
Ovary-AdenoCA	SP66159	SBS2	275.0	194.0	194.0	-0.1508744707026997
Ovary-AdenoCA	SP66159	SBS3	7320.0	5365.0	6581.0	-0.046212528895075516
Ovary-AdenoCA	SP66159	SBS5	1842.0	2548.0	3667.0	0.29890399177890964
Ovary-AdenoCA	SP66159	SBS13	223.0	201.0	202.0	-0.04275198042094989
Ovary-AdenoCA	SP66159	SBS18	1515.0	1247.0	1302.0	-0.06575478558345002
Ovary-AdenoCA	SP63356	SBS1	443.0	381.0	391.0	-0.05409690309416259
Ovary-AdenoCA	SP63356	SBS3	2932.0	1959.0	2403.0	-0.08637759964985023
Ovary-AdenoCA	SP63356	SBS5	2575.0	2674.0	3848.0	0.17440205240681644
Ovary-AdenoCA	SP63356	SBS18	649.0	502.0	524.0	-0.09275405323689868
Ovary-AdenoCA	SP68348	SBS1	433.0	394.0	404.0	-0.030034706297842145
Ovary-AdenoCA	SP68348	SBS2	330.0	314.0	314.0	-0.02151743998611825
Ovary-AdenoCA	SP68348	SBS3	4113.0	3367.0	4130.0	0.001790907617880952
Ovary-AdenoCA	SP68348	SBS5	667.0	861.0	1239.0	0.2686452226866894
Ovary-AdenoCA	SP68348	SBS13	532.0	524.0	527.0	-0.0040932864927600236
Ovary-AdenoCA	SP68348	SBS40	3348.0	2567.0	3068.0	-0.037918259108044264
Ovary-AdenoCA	SP62450	SBS1	384.0	354.0	363.0	-0.024359345859444693
Ovary-AdenoCA	SP62450	SBS3	1232.0	856.0	1050.0	-0.06936036056748943
Ovary-AdenoCA	SP62450	SBS5	1497.0	1321.0	1901.0	0.10369869923794743
Ovary-AdenoCA	SP67428	SBS1	344.0	302.0	310.0	-0.04505870604643659
Ovary-AdenoCA	SP67428	SBS3	2588.0	2156.0	2645.0	0.009457789416610093
Ovary-AdenoCA	SP67428	SBS5	309.0	648.0	933.0	0.47898518239582066
Ovary-AdenoCA	SP67428	SBS40	3926.0	2998.0	3583.0	-0.03969290028033067
Ovary-AdenoCA	SP61713	SBS1	375.0	326.0	335.0	-0.04884856753781702
Ovary-AdenoCA	SP61713	SBS3	3949.0	2936.0	3602.0	-0.039932833503891735
Ovary-AdenoCA	SP61713	SBS5	1640.0	1802.0	2593.0	0.19886139069496808
Ovary-AdenoCA	SP61713	SBS18	526.0	406.0	424.0	-0.09342168516223509
Ovary-AdenoCA	SP68725	SBS1	294.0	259.0	266.0	-0.04331075461358775
Ovary-AdenoCA	SP68725	SBS3	2410.0	2009.0	2465.0	0.009795861882259163
Ovary-AdenoCA	SP68725	SBS5	499.0	696.0	1002.0	0.30233092868439926
Ovary-AdenoCA	SP68725	SBS40	1316.0	839.0	1003.0	-0.1178520621527833
Ovary-AdenoCA	SP67609	SBS1	710.0	624.0	640.0	-0.04501157121094887
Ovary-AdenoCA	SP67609	SBS3	6349.0	5139.0	6304.0	-0.003088634382875228
Ovary-AdenoCA	SP67609	SBS5	140.0	916.0	1318.0	0.9710256828909855
Ovary-AdenoCA	SP67609	SBS40	5742.0	4244.0	5072.0	-0.05387395396376229
Ovary-AdenoCA	SP62110	SBS1	947.0	784.0	804.0	-0.07101245697019773
Ovary-AdenoCA	SP62110	SBS2	443.0	314.0	314.0	-0.14907241632501933
Ovary-AdenoCA	SP62110	SBS3	3987.0	2187.0	2683.0	-0.17197263814266364
Ovary-AdenoCA	SP62110	SBS5	3232.0	4119.0	5928.0	0.26337574573340766
Ovary-AdenoCA	SP62110	SBS13	387.0	336.0	338.0	-0.05863202739112508
Ovary-AdenoCA	SP64546	SBS1	299.0	254.0	261.0	-0.058819963399917
Ovary-AdenoCA	SP64546	SBS3	3807.0	2813.0	3451.0	-0.042626152669264755
Ovary-AdenoCA	SP64546	SBS5	1288.0	1440.0	2072.0	0.20634638474045783
Ovary-AdenoCA	SP63546	SBS1	672.0	607.0	623.0	-0.03283047454155284
Ovary-AdenoCA	SP63546	SBS2	377.0	333.0	333.0	-0.05374533302566086
Ovary-AdenoCA	SP63546	SBS3	5411.0	3943.0	4837.0	-0.048691923899724494
Ovary-AdenoCA	SP63546	SBS5	2553.0	2436.0	3506.0	0.13771487295410606
Ovary-AdenoCA	SP63546	SBS13	556.0	547.0	550.0	-0.00470359632194386
Ovary-AdenoCA	SP60322	SBS1	254.0	220.0	226.0	-0.05051432324083248
Ovary-AdenoCA	SP60322	SBS2	71.0	45.0	45.0	-0.19457466474969443
Ovary-AdenoCA	SP60322	SBS3	3719.0	2710.0	3324.0	-0.048751290242774116
Ovary-AdenoCA	SP60322	SBS5	1221.0	1311.0	1887.0	0.18893078405551472
Ovary-AdenoCA	SP60322	SBS13	340.0	340.0	342.0	0.0025397410502727693
Ovary-AdenoCA	SP60322	SBS18	304.0	249.0	260.0	-0.06765933200850487
Ovary-AdenoCA	SP60243	SBS1	317.0	285.0	292.0	-0.03555949963032321
Ovary-AdenoCA	SP60243	SBS2	181.0	159.0	159.0	-0.05595140532915002
Ovary-AdenoCA	SP60243	SBS3	4003.0	3049.0	3740.0	-0.029506360609075966
Ovary-AdenoCA	SP60243	SBS5	1210.0	1181.0	1700.0	0.14756017046951675
Ovary-AdenoCA	SP60243	SBS13	297.0	289.0	290.0	-0.010323275090347955
Ovary-AdenoCA	SP63966	SBS1	836.0	761.0	781.0	-0.029518704933411986
Ovary-AdenoCA	SP63966	SBS2	169.0	119.0	119.0	-0.15126767533064908
Ovary-AdenoCA	SP63966	SBS3	1359.0	675.0	828.0	-0.21498437781994392
Ovary-AdenoCA	SP63966	SBS5	2632.0	2602.0	3745.0	0.1531169139331504
Ovary-AdenoCA	SP63966	SBS13	283.0	279.0	280.0	-0.004612020141957778
Ovary-AdenoCA	SP63966	SBS18	630.0	525.0	548.0	-0.06045701479404239
Ovary-AdenoCA	SP60362	SBS1	457.0	414.0	425.0	-0.03145587890115029
Ovary-AdenoCA	SP60362	SBS3	1395.0	897.0	1100.0	-0.10309809931539049
Ovary-AdenoCA	SP60362	SBS5	1682.0	1650.0	2375.0	0.14976232033333212
Ovary-AdenoCA	SP60362	SBS18	523.0	439.0	458.0	-0.05751860144646539
Ovary-AdenoCA	SP69077	SBS1	643.0	523.0	537.0	-0.07810359169342294
Ovary-AdenoCA	SP69077	SBS2	419.0	324.0	324.0	-0.11136592941902607
Ovary-AdenoCA	SP69077	SBS3	12011.0	8809.0	10806.0	-0.04591017205909126
Ovary-AdenoCA	SP69077	SBS5	2270.0	3096.0	4456.0	0.2928254998664412
Ovary-AdenoCA	SP69077	SBS13	812.0	782.0	786.0	-0.014115813235003613
Ovary-AdenoCA	SP67346	SBS1	991.0	846.0	868.0	-0.0574918957055122
Ovary-AdenoCA	SP67346	SBS3	6200.0	4217.0	5173.0	-0.07863530696642608
Ovary-AdenoCA	SP67346	SBS5	2878.0	3550.0	5109.0	0.24917923525663072
Ovary-AdenoCA	SP66687	SBS1	448.0	382.0	392.0	-0.05785379062789648
Ovary-AdenoCA	SP66687	SBS2	254.0	198.0	198.0	-0.10768710402424853
Ovary-AdenoCA	SP66687	SBS3	3796.0	2567.0	3149.0	-0.08113004335019669
Ovary-AdenoCA	SP66687	SBS5	2161.0	2336.0	3362.0	0.19187117769734402
Ovary-AdenoCA	SP66687	SBS13	76.0	64.0	64.0	-0.07357736852962632
Ovary-AdenoCA	SP63716	SBS1	318.0	267.0	274.0	-0.0644579892269185
Ovary-AdenoCA	SP63716	SBS2	119.0	78.0	78.0	-0.1815541547571834
Ovary-AdenoCA	SP63716	SBS3	1972.0	1250.0	1533.0	-0.109301725639229
Ovary-AdenoCA	SP63716	SBS5	1669.0	1799.0	2589.0	0.19058329293366852
Ovary-AdenoCA	SP63716	SBS13	130.0	115.0	116.0	-0.04908543390960259
Ovary-AdenoCA	SP65376	SBS1	605.0	495.0	508.0	-0.07575484182952746
Ovary-AdenoCA	SP65376	SBS2	316.0	217.0	217.0	-0.16260276861314663
Ovary-AdenoCA	SP65376	SBS3	6829.0	4740.0	5815.0	-0.06979630583055114
Ovary-AdenoCA	SP65376	SBS5	3464.0	3923.0	5646.0	0.21211454878905361
Ovary-AdenoCA	SP65376	SBS8	2534.0	2218.0	2404.0	-0.022862882959504227
Ovary-AdenoCA	SP65376	SBS13	642.0	614.0	617.0	-0.017222497835406234
Ovary-AdenoCA	SP61343	SBS1	500.0	427.0	438.0	-0.05737320562512437
Ovary-AdenoCA	SP61343	SBS3	2229.0	1361.0	1670.0	-0.12532841315476934
Ovary-AdenoCA	SP61343	SBS5	2702.0	2683.0	3861.0	0.15496622374465047
Ovary-AdenoCA	SP60001	SBS1	541.0	593.0	608.0	0.050618006094488424
Ovary-AdenoCA	SP60001	SBS2	364.0	414.0	414.0	0.05575523225561804
Ovary-AdenoCA	SP60001	SBS3	9197.0	8714.0	10690.0	0.0653249243084628
Ovary-AdenoCA	SP60001	SBS5	1550.0	109.0	157.0	-0.9919547108591823
Ovary-AdenoCA	SP60001	SBS13	372.0	336.0	338.0	-0.041509133605605424
Ovary-AdenoCA	SP59860	SBS1	976.0	846.0	868.0	-0.05087478727010659
Ovary-AdenoCA	SP59860	SBS2	290.0	199.0	199.0	-0.16286299332192608
Ovary-AdenoCA	SP59860	SBS3	4722.0	3022.0	3707.0	-0.10507822010424048
Ovary-AdenoCA	SP59860	SBS5	3123.0	3596.0	5175.0	0.21928324245538122
Ovary-AdenoCA	SP59860	SBS13	358.0	323.0	325.0	-0.04187684851038017
Ovary-AdenoCA	SP60610	SBS1	351.0	326.0	335.0	-0.02020338608828695
Ovary-AdenoCA	SP60610	SBS2	129.0	116.0	116.0	-0.045757490560675115
Ovary-AdenoCA	SP60610	SBS3	1223.0	889.0	1091.0	-0.04955877944082394
Ovary-AdenoCA	SP60610	SBS5	1411.0	1178.0	1695.0	0.0795911512049101
Ovary-AdenoCA	SP60610	SBS13	136.0	132.0	133.0	-0.009615768791599127
Ovary-AdenoCA	SP64036	SBS1	423.0	365.0	375.0	-0.05217801166507157
Ovary-AdenoCA	SP64036	SBS2	142.0	123.0	123.0	-0.06191435230282677
Ovary-AdenoCA	SP64036	SBS3	3847.0	2970.0	3643.0	-0.02365669506481473
Ovary-AdenoCA	SP64036	SBS5	257.0	795.0	1144.0	0.6471857807126766
Ovary-AdenoCA	SP64036	SBS13	252.0	259.0	260.0	0.013519986162463058
Ovary-AdenoCA	SP64036	SBS40	2953.0	2129.0	2545.0	-0.0645520916582941
Ovary-AdenoCA	SP60842	SBS1	538.0	381.0	391.0	-0.13830269816628143
Ovary-AdenoCA	SP60842	SBS2	589.0	453.0	454.0	-0.11284061498503176
Ovary-AdenoCA	SP60842	SBS3	7839.0	4722.0	5793.0	-0.13133757181669545
Ovary-AdenoCA	SP60842	SBS5	66.0	2135.0	3073.0	1.6616290604628998
Ovary-AdenoCA	SP60842	SBS13	554.0	531.0	534.0	-0.015939201101447777
Panc-AdenoCA	SP77443	SBS1	562.0	510.0	523.0	-0.031177107867619555
Panc-AdenoCA	SP77443	SBS2	415.0	374.0	374.0	-0.04506206289902388
Panc-AdenoCA	SP77443	SBS3	2800.0	1812.0	2223.0	-0.10017832591354835
Panc-AdenoCA	SP77443	SBS5	3601.0	3113.0	4480.0	0.09483123542952873
Panc-AdenoCA	SP77443	SBS13	341.0	347.0	349.0	0.010041938294140603
Panc-AdenoCA	SP77443	SBS18	990.0	907.0	947.0	-0.019265317147209086
Panc-AdenoCA	SP72118	SBS1	1259.0	1218.0	1250.0	-0.0031132354241429345
Panc-AdenoCA	SP72118	SBS2	218.0	219.0	219.0	0.0019785659820878735
Panc-AdenoCA	SP72118	SBS5	1330.0	964.0	1387.0	0.01821141064416097
Panc-AdenoCA	SP72118	SBS13	211.0	213.0	214.0	0.00610259898685387
Panc-AdenoCA	SP72118	SBS40	1624.0	1309.0	1565.0	-0.01606160759296857
Panc-AdenoCA	SP76891	SBS1	1332.0	1269.0	1302.0	-0.009885733701274536
Panc-AdenoCA	SP76891	SBS5	2436.0	2035.0	2929.0	0.08001209116938511
Panc-AdenoCA	SP76891	SBS18	625.0	490.0	512.0	-0.08645696809861339
Panc-AdenoCA	SP125732	SBS1	18510.0	17903.0	18371.0	-0.0032734440681192077
Panc-AdenoCA	SP125732	SBS5	10456.0	4143.0	5962.0	-0.24394229867314413
Panc-AdenoCA	SP125732	SBS6	14364.0	13113.0	13530.0	-0.02597573628515643
Panc-AdenoCA	SP125732	SBS17a	1933.0	644.0	2967.0	0.1860074268600066
Panc-AdenoCA	SP125732	SBS17b	6371.0	4557.0	4740.0	-0.12840581181013722
Panc-AdenoCA	SP125732	SBS20	12681.0	9975.0	11807.0	-0.031011404371976397
Panc-AdenoCA	SP125732	SBS26	31449.0	12389.0	77480.0	0.39157456747589525
Panc-AdenoCA	SP125716	SBS1	1520.0	1447.0	1485.0	-0.010110404628441911
Panc-AdenoCA	SP125716	SBS5	3248.0	2729.0	3927.0	0.08242176776992927
Panc-AdenoCA	SP125716	SBS18	914.0	717.0	749.0	-0.08635983067474821
Panc-AdenoCA	SP125746	SBS1	16395.0	15433.0	15836.0	-0.015064992923843234
Panc-AdenoCA	SP125746	SBS5	16949.0	8499.0	12231.0	-0.14167223013483723
Panc-AdenoCA	SP125746	SBS6	15057.0	16164.0	16678.0	0.04440271587711959
Panc-AdenoCA	SP125797	SBS1	2154.0	2051.0	2105.0	-0.009988907647282708
Panc-AdenoCA	SP125797	SBS5	1149.0	1251.0	1800.0	0.19481587246592166
Panc-AdenoCA	SP125797	SBS40	2745.0	1910.0	2283.0	-0.08000443332692589
Panc-AdenoCA	SP76057	SBS1	890.0	859.0	881.0	-0.004409118905055039
Panc-AdenoCA	SP76057	SBS2	190.0	185.0	185.0	-0.011520423029811213
Panc-AdenoCA	SP76057	SBS3	1743.0	1327.0	1628.0	-0.029625396288039035
Panc-AdenoCA	SP76057	SBS5	1849.0	1374.0	1977.0	0.029054558858146784
Panc-AdenoCA	SP76057	SBS13	23.0	27.0	27.0	0.06694678963061322
Panc-AdenoCA	SP76057	SBS18	429.0	408.0	426.0	-0.003040580554562677
Panc-AdenoCA	SP69565	SBS1	1624.0	1471.0	1509.0	-0.031876418021723765
Panc-AdenoCA	SP69565	SBS2	1073.0	1057.0	1058.0	-0.006108321256051805
Panc-AdenoCA	SP69565	SBS5	3577.0	3915.0	5634.0	0.19725358415077116
Panc-AdenoCA	SP69565	SBS13	299.0	322.0	324.0	0.03476210625921191
Panc-AdenoCA	SP69565	SBS17a	452.0	277.0	1276.0	0.45009269525058343
Panc-AdenoCA	SP69565	SBS17b	1384.0	1335.0	1389.0	0.0015650268536277442
Panc-AdenoCA	SP69565	SBS40	9162.0	6338.0	7575.0	-0.08259772056979564
Panc-AdenoCA	SP75202	SBS1	895.0	824.0	846.0	-0.024424599331418283
Panc-AdenoCA	SP75202	SBS2	221.0	178.0	178.0	-0.09349994347074547
Panc-AdenoCA	SP75202	SBS3	1068.0	530.0	650.0	-0.21539671664058604
Panc-AdenoCA	SP75202	SBS5	1538.0	1655.0	2382.0	0.1898854225149774
Panc-AdenoCA	SP75202	SBS13	190.0	175.0	176.0	-0.033060100885920894
Panc-AdenoCA	SP110736	SBS1	1728.0	1647.0	1690.0	-0.00965138567618083
Panc-AdenoCA	SP110736	SBS5	777.0	901.0	1297.0	0.22229509547466147
Panc-AdenoCA	SP110736	SBS40	1960.0	1361.0	1627.0	-0.0808231931146016
Panc-AdenoCA	SP107774	SBS1	335.0	276.0	283.0	-0.07302093734280637
Panc-AdenoCA	SP107774	SBS2	324.0	312.0	312.0	-0.016339023432425905
Panc-AdenoCA	SP107774	SBS5	1816.0	2024.0	2913.0	0.20513462012593703
Panc-AdenoCA	SP107774	SBS13	85.0	96.0	96.0	0.052273283022677135
Panc-AdenoCA	SP107774	SBS18	1663.0	1642.0	1714.0	0.013110802424084198
Panc-AdenoCA	SP107774	SBS40	899.0	68.0	81.0	-1.0404286570556083
Panc-AdenoCA	SP110779	SBS1	1255.0	1164.0	1194.0	-0.02162173411702084
Panc-AdenoCA	SP110779	SBS2	289.0	221.0	221.0	-0.11604502344831748
Panc-AdenoCA	SP110779	SBS5	6436.0	5380.0	7743.0	0.08028183517136805
Panc-AdenoCA	SP110779	SBS13	275.0	230.0	231.0	-0.07542109717431805
Panc-AdenoCA	SP110779	SBS17a	186.0	264.0	1216.0	0.813448971693566
Panc-AdenoCA	SP110779	SBS17b	674.0	578.0	601.0	-0.04970728157320035
Panc-AdenoCA	SP110779	SBS18	1717.0	1324.0	1382.0	-0.0942009793859129
Panc-AdenoCA	SP107805	SBS1	1121.0	1051.0	1078.0	-0.01697141223723193
Panc-AdenoCA	SP107805	SBS5	5792.0	4465.0	6426.0	0.04510477141134288
Panc-AdenoCA	SP107805	SBS17a	636.0	307.0	1414.0	0.34661700752495855
Panc-AdenoCA	SP107805	SBS17b	1786.0	1688.0	1756.0	-0.007352791010349273
Panc-AdenoCA	SP107805	SBS28	521.0	458.0	467.0	-0.047424649928138114
Panc-AdenoCA	SP110789	SBS1	803.0	757.0	777.0	-0.014276451758762338
Panc-AdenoCA	SP110789	SBS2	264.0	252.0	252.0	-0.020125352760989926
Panc-AdenoCA	SP110789	SBS3	4961.0	4041.0	4957.0	-0.00035023750438766227
Panc-AdenoCA	SP110789	SBS5	263.0	478.0	688.0	0.41661529503779476
Panc-AdenoCA	SP110789	SBS13	240.0	235.0	236.0	-0.007268696564764541
Panc-AdenoCA	SP110789	SBS40	4264.0	3406.0	4071.0	-0.02011126617483949
Panc-AdenoCA	SP71846	SBS1	924.0	871.0	894.0	-0.014318697423120632
Panc-AdenoCA	SP71846	SBS2	346.0	325.0	325.0	-0.027111874722934692
Panc-AdenoCA	SP71846	SBS3	3163.0	2283.0	2801.0	-0.05276834387588314
Panc-AdenoCA	SP71846	SBS5	4131.0	3214.0	4625.0	0.04904531558701767
Panc-AdenoCA	SP71846	SBS13	513.0	515.0	518.0	0.004204238853182105
Panc-AdenoCA	SP70122	SBS1	730.0	693.0	711.0	-0.01143738332100409
Panc-AdenoCA	SP70122	SBS5	2308.0	1870.0	2691.0	0.06665112263476293
Panc-AdenoCA	SP70122	SBS18	787.0	658.0	687.0	-0.05893777925404403
Panc-AdenoCA	SP71404	SBS1	2019.0	1920.0	1970.0	-0.010664745167180566
Panc-AdenoCA	SP71404	SBS5	5366.0	4333.0	6236.0	0.06524414876409616
Panc-AdenoCA	SP71404	SBS17a	160.0	74.0	341.0	0.3272002300242853
Panc-AdenoCA	SP71404	SBS17b	694.0	631.0	656.0	-0.024419435030333086
Panc-AdenoCA	SP71404	SBS18	1118.0	880.0	919.0	-0.0850422591827948
Panc-AdenoCA	SP76955	SBS1	800.0	764.0	784.0	-0.00876285933898514
Panc-AdenoCA	SP76955	SBS5	2121.0	1669.0	2402.0	0.054008391238578264
Panc-AdenoCA	SP76955	SBS18	422.0	340.0	355.0	-0.07489036940216717
